"","date","state.abbr","positive","negative","pending","hospitalizedCurrently","hospitalizedCumulative","inIcuCurrently","inIcuCumulative","onVentilatorCurrently","onVentilatorCumulative","recovered","lastUpdateEt","dateModified","checkTimeEt","death","dateChecked","hash","state","Positive_Increase"
"5365",2020-03-27,"SC",456,2307,NA,NA,102,NA,NA,NA,NA,NA,"3/26/2020 16:35","2020-03-26T16:35:00Z","03/26 12:35",9,"2020-03-26T16:35:00Z","16836de8165f9cf0725d7babccce2bef79d9ac21","South Carolina",83
"5366",2020-03-27,"SD",58,2387,20,NA,NA,NA,NA,NA,NA,21,"3/27/2020 12:30","2020-03-27T12:30:00Z","03/27 08:30",1,"2020-03-27T12:30:00Z","497ac9b41ba6b9d80f922d6b3d5da3ad2ef02ad4","South Dakota",10
"5367",2020-03-27,"TN",1203,14888,NA,NA,103,NA,NA,NA,NA,NA,"3/27/2020 15:00","2020-03-27T15:00:00Z","03/27 11:00",6,"2020-03-27T15:00:00Z","4fb0e108e42aa9632701ac9cb399d745333a1d73","Tennessee",170
"5368",2020-03-27,"TX",1731,21935,NA,NA,NA,NA,NA,NA,NA,NA,"3/27/2020 13:00","2020-03-27T13:00:00Z","03/27 09:00",23,"2020-03-27T13:00:00Z","d5bf24306dab47eb7974233589928bca5bfd4196","Texas",321
"5369",2020-03-27,"UT",480,8764,NA,NA,NA,NA,NA,NA,NA,NA,"3/27/2020 15:00","2020-03-27T15:00:00Z","03/27 11:00",2,"2020-03-27T15:00:00Z","f029f25ebe1e113d370a5626f3ba03dc9fd2fdf7","Utah",122
"5370",2020-03-27,"VA",604,6733,NA,NA,83,NA,NA,NA,NA,NA,"3/27/2020 00:00","2020-03-27T00:00:00Z","03/26 20:00",14,"2020-03-27T00:00:00Z","df49ffa38b5d5d51efc1dfe2f27e0e719abdd755","Virginia",135
"5371",2020-03-27,"VI",19,55,2,NA,NA,NA,NA,NA,NA,NA,"3/27/2020 14:00","2020-03-27T14:00:00Z","03/27 10:00",NA,"2020-03-27T14:00:00Z","ed223e07363173e716bebdb21ce5c201755b4bd4","U.S. Virgin Islands",3
"5372",2020-03-27,"VT",213,2868,NA,NA,18,NA,NA,NA,NA,NA,"3/27/2020 00:00","2020-03-27T00:00:00Z","03/26 20:00",10,"2020-03-27T00:00:00Z","8adcd95fa47e8fca6a00581bd2ee03bf59a3254a","Vermont",21
"5373",2020-03-27,"WA",7076,64302,NA,NA,NA,NA,NA,NA,NA,NA,"3/27/2020 00:00","2020-03-27T00:00:00Z","03/26 20:00",199,"2020-03-27T00:00:00Z","091ac9f03362ecfb35ffb3870cca190691095995","Washington",321
"5374",2020-03-27,"WI",969,13140,NA,NA,NA,NA,NA,NA,NA,NA,"3/27/2020 16:00","2020-03-27T16:00:00Z","03/27 12:00",13,"2020-03-27T16:00:00Z","94d0101c988aa5dff3064cee983300327af6536e","Wisconsin",165
"5375",2020-03-27,"WV",76,1779,43,NA,1,NA,NA,NA,NA,NA,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",0,"2020-03-26T00:00:00Z","3ac5d9b2bd64dc5c80292d831b800e6ef7e6f598","West Virginia",20
"5376",2020-03-27,"WY",70,1211,NA,NA,11,NA,NA,NA,NA,17,"3/27/2020 12:50","2020-03-27T12:50:00Z","03/27 08:50",0,"2020-03-27T12:50:00Z","89ac721683916ae6dc238d0e2ff1ee8dbd283954","Wyoming",12
"5377",2020-03-26,"AK",59,1801,NA,NA,3,NA,NA,NA,NA,NA,"3/25/2020 21:00","2020-03-25T21:00:00Z","03/25 17:00",1,"2020-03-25T21:00:00Z","4be15850044148e11bc1b24b6f9ddab29a075e49","Alaska",10
"5378",2020-03-26,"AL",506,3593,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",1,"2020-03-26T00:00:00Z","09f0522f5e7e38af7183fb06ddf7a23f294fdee0","Alabama",81
"5379",2020-03-26,"AR",335,1504,NA,41,NA,NA,NA,13,NA,13,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",3,"2020-03-26T00:00:00Z","13fa0f170f294b3bcef37ffd79ecce172bcca918","Arkansas",46
"5380",2020-03-26,"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 00:00","2020-03-25T00:00:00Z","03/24 20:00",0,"2020-03-25T00:00:00Z","2ed50c5bd49ea1df3896cd20e9f0acd802f6b4d6","American Samoa",NA
"5381",2020-03-26,"AZ",577,347,33,NA,303,NA,NA,NA,NA,NA,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",8,"2020-03-26T00:00:00Z","c0a19ac2e5f133148e62bcee1ec9dd95d4cb2627","Arizona",159
"5382",2020-03-26,"CA",3006,17380,57400,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 17:00","2020-03-25T17:00:00Z","03/25 13:00",65,"2020-03-25T17:00:00Z","e3f4a44a794511cc70a65a4137e7c2043b05a1b0","California",873
"5383",2020-03-26,"CO",1086,6978,NA,230,148,NA,NA,NA,NA,NA,"3/25/2020 18:00","2020-03-25T18:00:00Z","03/25 14:00",19,"2020-03-25T18:00:00Z","6f1c277f37584f2ff86332975b46d3f74c18ea6a","Colorado",344
"5384",2020-03-26,"CT",1012,5625,NA,125,NA,NA,NA,NA,NA,NA,"3/26/2020 16:00","2020-03-26T16:00:00Z","03/26 12:00",21,"2020-03-26T16:00:00Z","9a6ca690f785212b4ad382ae31c5b7bec68f6b78","Connecticut",279
"5385",2020-03-26,"DC",231,1626,1,NA,NA,NA,NA,NA,NA,21,"3/25/2020 00:00","2020-03-25T00:00:00Z","03/24 20:00",3,"2020-03-25T00:00:00Z","361deacac47886377cee536cc390ff38f355a716","District of Columbia",36
"5386",2020-03-26,"DE",130,36,NA,13,NA,NA,NA,NA,NA,4,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",3,"2020-03-26T00:00:00Z","3a6151fe0518157437fe501c5ad81f38bf7d2ca8","Delaware",33
"5387",2020-03-26,"FL",2355,23741,1443,NA,406,NA,NA,NA,NA,NA,"3/26/2020 11:00","2020-03-26T11:00:00Z","03/26 07:00",28,"2020-03-26T11:00:00Z","d44529e75d3ac5565a359e66b8adae7b02bbf2f7","Florida",410
"5388",2020-03-26,"GA",1525,7401,NA,NA,473,NA,NA,NA,NA,NA,"3/26/2020 12:00","2020-03-26T12:00:00Z","03/26 08:00",48,"2020-03-26T12:00:00Z","899acaa4fc257ea8c9220baf240a7cefabc328e1","Georgia",476
"5389",2020-03-26,"GU",45,263,NA,11,NA,NA,NA,NA,NA,NA,"3/26/2020 06:30","2020-03-26T06:30:00Z","03/26 02:30",1,"2020-03-26T06:30:00Z","79442100029a6348e7945cec509a86746643e01e","Guam",6
"5390",2020-03-26,"HI",95,4357,NA,NA,5,NA,NA,NA,NA,NA,"3/25/2020 18:00","2020-03-25T18:00:00Z","03/25 14:00",NA,"2020-03-25T18:00:00Z","e77af1773b52c0390c0267d182d3d434b7955b24","Hawaii",11
"5391",2020-03-26,"IA",179,2578,NA,31,46,NA,NA,NA,NA,15,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",1,"2020-03-26T00:00:00Z","7c74a44e1b77d4f85b670cde40a69bbe7031956f","Iowa",56
"5392",2020-03-26,"ID",123,2065,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 19:00","2020-03-25T19:00:00Z","03/25 15:00",0,"2020-03-25T19:00:00Z","acd89626a5fe8525d4ebe6ba95a02f14ffe9e82f","Idaho",66
"5393",2020-03-26,"IL",2538,14093,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",26,"2020-03-26T00:00:00Z","6e0713b4a5a6ad46437fa900e0424b82916b8749","Illinois",488
"5394",2020-03-26,"IN",645,4006,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 12:59","2020-03-25T12:59:00Z","03/25 08:59",17,"2020-03-25T12:59:00Z","556d07a75f8fdcb6399922a06728f293fb774f7c","Indiana",336
"5395",2020-03-26,"KS",168,2869,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 12:00","2020-03-26T12:00:00Z","03/26 08:00",3,"2020-03-26T12:00:00Z","1dcc3ecb78cde03d7b15436dd1599f0a1eb7c24b","Kansas",34
"5396",2020-03-26,"KY",198,3102,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 17:00","2020-03-25T17:00:00Z","03/25 13:00",4,"2020-03-25T17:00:00Z","086a22c49087612eba497e4ec6b7929a5234d1a4","Kentucky",50
"5397",2020-03-26,"LA",2305,15724,NA,676,NA,NA,NA,239,NA,NA,"3/26/2020 15:00","2020-03-26T15:00:00Z","03/26 11:00",83,"2020-03-26T15:00:00Z","2136ec651f8964995c05e3bdf781053c93828b93","Louisiana",441
"5398",2020-03-26,"MA",2318,21327,NA,NA,219,NA,NA,NA,NA,NA,"3/26/2020 12:30","2020-03-26T12:30:00Z","03/26 08:30",42,"2020-03-26T12:30:00Z","e8181c7fd450089da15e485511cd5cd285c3db83","Massachusetts",833
"5399",2020-03-26,"MD",580,94,NA,NA,132,NA,NA,NA,NA,NA,"3/26/2020 10:00","2020-03-26T10:00:00Z","03/26 06:00",7,"2020-03-26T10:00:00Z","a4f8b6690eeb8f945072dfa6853066b62dd9f6fc","Maryland",194
"5400",2020-03-26,"ME",155,3394,NA,NA,NA,NA,NA,NA,NA,16,"3/26/2020 11:00","2020-03-26T11:00:00Z","03/26 07:00",NA,"2020-03-26T11:00:00Z","4fe11393f056c7ada9e84e96a8209113e6f59a60","Maine",13
"5401",2020-03-26,"MI",12475,11730,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 11:00","2020-03-26T11:00:00Z","03/26 07:00",159,"2020-03-26T11:00:00Z","aa4927fdf6a872072f8f56e9bba1626dfc6fedb9","Michigan",1324
"5402",2020-03-26,"MN",565,12604,NA,31,41,NA,NA,NA,NA,NA,"3/26/2020 13:15","2020-03-26T13:15:00Z","03/26 09:15",2,"2020-03-26T13:15:00Z","53e2e3ee42a3adafedbf8cef72c38021064b8f3c","Minnesota",75
"5403",2020-03-26,"MO",502,369,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 15:00","2020-03-26T15:00:00Z","03/26 11:00",8,"2020-03-26T15:00:00Z","54dd39030c30e09480ce37828d5307e2e5ba602e","Missouri",167
"5404",2020-03-26,"MP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 01:30","2020-03-26T01:30:00Z","03/25 21:30",0,"2020-03-26T01:30:00Z","6f5b266caa83e17b89bfa96b59c72104ec113d3c","Northern Mariana Islands",0
"5405",2020-03-26,"MS",485,2291,NA,NA,150,NA,NA,NA,NA,NA,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",6,"2020-03-26T00:00:00Z","8783ffba96d9b7b539ed00d7fd4501c34cb32de7","Mississippi",94
"5406",2020-03-26,"MT",71,2128,NA,NA,1,NA,NA,NA,NA,NA,"3/26/2020 10:00","2020-03-26T10:00:00Z","03/26 06:00",NA,"2020-03-26T10:00:00Z","8c7578c2b2636c5d8ebf8804fe1710135eab9e4e","Montana",37
"5407",2020-03-26,"NC",636,12274,NA,29,NA,NA,NA,NA,NA,NA,"3/26/2020 12:36","2020-03-26T12:36:00Z","03/26 08:36",2,"2020-03-26T12:36:00Z","2c93fefb093d3d1507fb6f56ca004bbfead71ee3","North Carolina",127
"5408",2020-03-26,"ND",52,2039,NA,NA,10,NA,NA,NA,NA,NA,"3/26/2020 11:37","2020-03-26T11:37:00Z","03/26 07:37",0,"2020-03-26T11:37:00Z","7ff5ea744006ccfec83eb385eee47c263cc42ec4","North Dakota",13
"5409",2020-03-26,"NE",73,1584,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 14:00","2020-03-26T14:00:00Z","03/26 10:00",0,"2020-03-26T14:00:00Z","69fe68ddd4a9b105cd005bf175c10130854fcc6c","Nebraska",12
"5410",2020-03-26,"NH",137,3001,712,NA,19,NA,NA,NA,NA,NA,"3/25/2020 09:00","2020-03-25T09:00:00Z","03/25 05:00",1,"2020-03-25T09:00:00Z","aa99aa40763a3f2326c32d4357ffdc009807d8cf","New Hampshire",21
"5411",2020-03-26,"NJ",6876,13661,NA,1080,NA,NA,NA,NA,NA,NA,"3/25/2020 14:00","2020-03-25T14:00:00Z","03/25 10:00",81,"2020-03-25T14:00:00Z","e70eb7f6aa01d210bfca45db5599368245e486a9","New Jersey",1949
"5412",2020-03-26,"NM",112,7681,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 00:00","2020-03-25T00:00:00Z","03/24 20:00",1,"2020-03-25T00:00:00Z","5d9b407d872b69da047a627338fa46c9f2174856","New Mexico",24
"5413",2020-03-26,"NV",420,4697,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 11:00","2020-03-26T11:00:00Z","03/26 07:00",17,"2020-03-26T11:00:00Z","c2e32d28d180d3565d3e7ff61d00b44355c4066c","Nevada",115
"5414",2020-03-26,"NY",37258,84846,NA,5327,6921,1290,NA,NA,NA,NA,"3/26/2020 16:59","2020-03-26T16:59:00Z","03/26 12:59",385,"2020-03-26T16:59:00Z","1ecd9311a1a250855ceaf8053423bff4217b60b3","New York",7377
"5415",2020-03-26,"OH",867,16449,NA,NA,223,NA,91,NA,NA,NA,"3/26/2020 14:00","2020-03-26T14:00:00Z","03/26 10:00",15,"2020-03-26T14:00:00Z","162027e137d475a37b663d5cca554a1557ca073c","Ohio",270
"5416",2020-03-26,"OK",248,958,NA,NA,86,NA,NA,NA,NA,NA,"3/26/2020 08:00","2020-03-26T08:00:00Z","03/26 04:00",7,"2020-03-26T08:00:00Z","c8b32e5bb1cbdaa7efda2ca854f21dab4d26797b","Oklahoma",74
"5417",2020-03-26,"OR",327,6953,NA,NA,90,NA,NA,NA,NA,NA,"3/26/2020 16:31","2020-03-26T16:31:00Z","03/26 12:31",11,"2020-03-26T16:31:00Z","7e0eb0a208453745fa3d6e2a52d710aa1b51d2ea","Oregon",87
"5418",2020-03-26,"PA",1687,16441,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 12:00","2020-03-26T12:00:00Z","03/26 08:00",16,"2020-03-26T12:00:00Z","5d7553dcfe15cf797502ea594c8ad48e5da0ca0e","Pennsylvania",531
"5419",2020-03-26,"PR",64,377,335,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 07:00","2020-03-26T07:00:00Z","03/26 03:00",2,"2020-03-26T07:00:00Z","50ee537ca54eecff839cde4f6508d38c2e14e311","Puerto Rico",15
"5420",2020-03-26,"RI",165,1262,181,23,NA,9,NA,6,NA,NA,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",NA,"2020-03-26T00:00:00Z","afcf88fe182c5c8b8905ed546ede514aef1ba0ba","Rhode Island",38
"5421",2020-03-26,"SC",456,2307,NA,NA,102,NA,NA,NA,NA,NA,"3/26/2020 11:00","2020-03-26T11:00:00Z","03/26 07:00",9,"2020-03-26T11:00:00Z","fa412567d86ef92548aff96dd5b8d88d1e10318f","South Carolina",0
"5422",2020-03-26,"SD",46,1973,125,NA,NA,NA,NA,NA,NA,16,"3/25/2020 13:00","2020-03-25T13:00:00Z","03/25 09:00",1,"2020-03-25T13:00:00Z","287e0084b3117a313299c825512e44c07fc3ecff","South Dakota",12
"5423",2020-03-26,"TN",957,13952,NA,NA,76,NA,NA,NA,NA,NA,"3/26/2020 15:00","2020-03-26T15:00:00Z","03/26 11:00",3,"2020-03-26T15:00:00Z","9130525fa9441fcb8199d9feeb6727433dd5e24d","Tennessee",246
"5424",2020-03-26,"TX",1396,20028,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 13:00","2020-03-26T13:00:00Z","03/26 09:00",18,"2020-03-26T13:00:00Z","00b9a7accc64d57014cac1729d2f98946abe225f","Texas",335
"5425",2020-03-26,"UT",402,7308,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 15:00","2020-03-26T15:00:00Z","03/26 11:00",1,"2020-03-26T15:00:00Z","0357af1d5c7415e8f7ad5eb75dd1c3fc361711cf","Utah",78
"5426",2020-03-26,"VA",460,5729,NA,NA,65,NA,NA,NA,NA,NA,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",13,"2020-03-26T00:00:00Z","7d011cfbba0e8e41a03dc948fb2294835108c45b","Virginia",144
"5427",2020-03-26,"VI",17,55,2,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 20:30","2020-03-25T20:30:00Z","03/25 16:30",NA,"2020-03-25T20:30:00Z","6b1e2aef6cac264df2be352e591858b7cfe39909","U.S. Virgin Islands",2
"5428",2020-03-26,"VT",185,2744,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",9,"2020-03-26T00:00:00Z","23744b808d0ae47639c2ce48e993ef162932d635","Vermont",28
"5429",2020-03-26,"WA",6700,60318,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",183,"2020-03-26T00:00:00Z","6a693242bd735dd28f94f26fd3f1355294b23212","Washington",376
"5430",2020-03-26,"WI",806,11583,NA,NA,NA,NA,NA,NA,NA,NA,"3/26/2020 16:00","2020-03-26T16:00:00Z","03/26 12:00",8,"2020-03-26T16:00:00Z","f9d55907516331522ceffd975c4693271607dc38","Wisconsin",163
"5431",2020-03-26,"WV",51,1031,19,NA,1,NA,NA,NA,NA,NA,"3/25/2020 00:00","2020-03-25T00:00:00Z","03/24 20:00",0,"2020-03-25T00:00:00Z","ef2f3ba95ba0adf06d2f3609a62b4c14c678232f","West Virginia",25
"5432",2020-03-26,"WY",53,1052,NA,NA,NA,NA,NA,NA,NA,12,"3/26/2020 00:00","2020-03-26T00:00:00Z","03/25 20:00",NA,"2020-03-26T00:00:00Z","c5181ace953b6b461477c5b02fb1814f1f591064","Wyoming",17
"5433",2020-03-25,"AK",42,1649,NA,NA,1,NA,NA,NA,NA,NA,"3/24/2020 21:00","2020-03-24T21:00:00Z","03/24 17:00",1,"2020-03-24T21:00:00Z","91b79ad71678de7b1e3466c8f9da99ec569b3f14","Alaska",17
"5434",2020-03-25,"AL",283,2529,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 11:30","2020-03-25T11:30:00Z","03/25 07:30",0,"2020-03-25T11:30:00Z","d107ff008461724698c4b719217719f9ecdaa4e2","Alabama",223
"5435",2020-03-25,"AR",280,1437,NA,22,NA,NA,NA,4,NA,11,"3/25/2020 09:19","2020-03-25T09:19:00Z","03/25 05:19",2,"2020-03-25T09:19:00Z","dcf80fb6d2b2b3da6576d95ed4ae7fda71716636","Arkansas",55
"5436",2020-03-25,"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 00:00","2020-03-25T00:00:00Z","03/24 20:00",0,"2020-03-25T00:00:00Z","90eca1e9217cae9fd97aaad3409a827e2da0e85e","American Samoa",NA
"5437",2020-03-25,"AZ",450,323,53,NA,264,NA,NA,NA,NA,NA,"3/24/2020 00:00","2020-03-24T00:00:00Z","03/23 20:00",6,"2020-03-24T00:00:00Z","fd117b91a522a3daf27306f32e52f73044a14bf2","Arizona",127
"5438",2020-03-25,"CA",2355,15921,48600,NA,NA,NA,NA,NA,NA,NA,"3/24/2020 00:00","2020-03-24T00:00:00Z","03/23 20:00",53,"2020-03-24T00:00:00Z","f3cf040e652581ebbc32e7ed8a54416c6e91704e","California",651
"5439",2020-03-25,"CO",912,6789,NA,152,84,NA,NA,NA,NA,NA,"3/24/2020 18:00","2020-03-24T18:00:00Z","03/24 14:00",11,"2020-03-24T18:00:00Z","4b96d3e6d81213ae5b9f7cb5f6c00baa534f0dab","Colorado",174
"5440",2020-03-25,"CT",875,5023,NA,113,NA,NA,NA,NA,NA,NA,"3/25/2020 16:00","2020-03-25T16:00:00Z","03/25 12:00",19,"2020-03-25T16:00:00Z","d387caaf453e89457f2a7da1b5cbef4ca16b5587","Connecticut",137
"5441",2020-03-25,"DC",183,1423,3,NA,NA,NA,NA,NA,NA,NA,"3/24/2020 19:30","2020-03-24T19:30:00Z","03/24 15:30",2,"2020-03-24T19:30:00Z","b9e7b26a96a3d75d7257ceb0e920da4fe5acfdb7","District of Columbia",48
"5442",2020-03-25,"DE",115,36,NA,11,NA,NA,NA,NA,NA,NA,"3/25/2020 12:00","2020-03-25T12:00:00Z","03/25 08:00",2,"2020-03-25T12:00:00Z","88df6d4ff7359a981ac1b29c16dad1f79e83056a","Delaware",15
"5443",2020-03-25,"FL",1682,15374,1233,NA,316,NA,NA,NA,NA,NA,"3/25/2020 11:00","2020-03-25T11:00:00Z","03/25 07:00",22,"2020-03-25T11:00:00Z","aee6b129c3952165045b19812cccdb70023210bb","Florida",673
"5444",2020-03-25,"GA",1247,4932,NA,NA,394,NA,NA,NA,NA,NA,"3/25/2020 12:00","2020-03-25T12:00:00Z","03/25 08:00",40,"2020-03-25T12:00:00Z","ce53c36c7c0eb21b50f902c849adb3c897eb0e54","Georgia",278
"5445",2020-03-25,"GU",37,233,NA,10,NA,NA,NA,NA,NA,NA,"3/25/2020 06:45","2020-03-25T06:45:00Z","03/25 02:45",1,"2020-03-25T06:45:00Z","b2477c289b3eaa6eca6f85ba492087f97dbb898b","Guam",8
"5446",2020-03-25,"HI",90,4357,NA,NA,6,NA,NA,NA,NA,NA,"3/24/2020 18:00","2020-03-24T18:00:00Z","03/24 14:00",NA,"2020-03-24T18:00:00Z","45450936a2788b7c6a3c795eb72ed3291e133016","Hawaii",5
"5447",2020-03-25,"IA",145,2578,NA,23,36,NA,NA,NA,NA,NA,"3/25/2020 00:00","2020-03-25T00:00:00Z","03/24 20:00",1,"2020-03-25T00:00:00Z","ff4c6a08913e3cb475d968275818271f690dba18","Iowa",34
"5448",2020-03-25,"ID",73,1887,NA,NA,NA,NA,NA,NA,NA,NA,"3/24/2020 19:00","2020-03-24T19:00:00Z","03/24 15:00",0,"2020-03-24T19:00:00Z","1010d33c8a6ee5b902113e640b072d450428c69b","Idaho",50
"5449",2020-03-25,"IL",1865,12344,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 00:00","2020-03-25T00:00:00Z","03/24 20:00",19,"2020-03-25T00:00:00Z","3f0ca10250e88a58337051bbb9f534a71daf6c3f","Illinois",673
"5450",2020-03-25,"IN",477,2879,NA,NA,1,NA,NA,NA,NA,NA,"3/25/2020 00:59","2020-03-25T00:59:00Z","03/24 20:59",14,"2020-03-25T00:59:00Z","c5f38515ed134164102fa79edf7136de9856d8b4","Indiana",168
"5451",2020-03-25,"KS",126,2360,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 12:00","2020-03-25T12:00:00Z","03/25 08:00",3,"2020-03-25T12:00:00Z","37c344d05d086973aa487241a1a4ddf70129296b","Kansas",42
"5452",2020-03-25,"KY",157,2865,NA,NA,NA,NA,NA,NA,NA,NA,"3/24/2020 17:00","2020-03-24T17:00:00Z","03/24 13:00",4,"2020-03-24T17:00:00Z","929020f81015a038e900e7eee608b4c842bb757e","Kentucky",41
"5453",2020-03-25,"LA",1795,9656,NA,491,NA,NA,NA,163,NA,NA,"3/25/2020 13:00","2020-03-25T13:00:00Z","03/25 09:00",65,"2020-03-25T13:00:00Z","40817d1f6c842d1c3856af341b6dc85025db4dbe","Louisiana",510
"5454",2020-03-25,"MA",1739,18079,NA,NA,103,NA,NA,NA,NA,NA,"3/25/2020 16:00","2020-03-25T16:00:00Z","03/25 12:00",33,"2020-03-25T16:00:00Z","22e28ccac8ad04f8dbddfd629953c32b5a6bb0d3","Massachusetts",579
"5455",2020-03-25,"MD",423,94,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 10:00","2020-03-25T10:00:00Z","03/25 06:00",5,"2020-03-25T10:00:00Z","aa7c71a91017c501db2dea637184e0422ecf32c9","Maryland",157
"5456",2020-03-25,"ME",149,3177,NA,NA,NA,NA,NA,NA,NA,7,"3/25/2020 11:30","2020-03-25T11:30:00Z","03/25 07:30",NA,"2020-03-25T11:30:00Z","2c2471363c6fefb2705f2d167cb3f3321e728e9d","Maine",6
"5457",2020-03-25,"MI",11335,8842,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 15:00","2020-03-25T15:00:00Z","03/25 11:00",111,"2020-03-25T15:00:00Z","b2c16ea4d55257e6f39cb02b957508edafdbac85","Michigan",1140
"5458",2020-03-25,"MN",502,11188,NA,26,35,NA,NA,NA,NA,121,"3/25/2020 00:00","2020-03-25T00:00:00Z","03/24 20:00",1,"2020-03-25T00:00:00Z","1568e7fce56aa90008bd4dee419e0665f5d6dde1","Minnesota",63
"5459",2020-03-25,"MO",356,369,NA,NA,NA,NA,NA,NA,NA,NA,"3/24/2020 16:00","2020-03-24T16:00:00Z","03/24 12:00",8,"2020-03-24T16:00:00Z","f5bb7eb6b5e20e9758720a03a366bc28c12b13f4","Missouri",146
"5460",2020-03-25,"MP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/24/2020 18:30","2020-03-24T18:30:00Z","03/24 14:30",0,"2020-03-24T18:30:00Z","a6144f6b83c073a3b2c653de96f7cc0781f834b5","Northern Mariana Islands",0
"5461",2020-03-25,"MS",377,1566,NA,NA,117,NA,NA,NA,NA,NA,"3/24/2020 20:00","2020-03-24T20:00:00Z","03/24 16:00",2,"2020-03-24T20:00:00Z","885843c9e20b46637be075f5354da338b5e1ab20","Mississippi",108
"5462",2020-03-25,"MT",53,1948,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 10:00","2020-03-25T10:00:00Z","03/25 06:00",NA,"2020-03-25T10:00:00Z","f3b078aeb7357a6a6010d5f0641a93c157b73f19","Montana",18
"5463",2020-03-25,"NC",504,9985,NA,29,NA,NA,NA,NA,NA,NA,"3/25/2020 16:30","2020-03-25T16:30:00Z","03/25 12:30",1,"2020-03-25T16:30:00Z","4050b0143c413280c42124e317f3729f5689b30f","North Carolina",132
"5464",2020-03-25,"ND",39,1734,NA,NA,8,NA,NA,NA,NA,NA,"3/25/2020 11:47","2020-03-25T11:47:00Z","03/25 07:47",0,"2020-03-25T11:47:00Z","d52e797782a1338308442469b1c2188dfecf5f81","North Dakota",13
"5465",2020-03-25,"NE",61,1304,NA,NA,NA,NA,NA,NA,NA,NA,"3/24/2020 00:00","2020-03-24T00:00:00Z","03/23 20:00",0,"2020-03-24T00:00:00Z","75050291ca2a8f3e5c32d12e44b8e3637deebeee","Nebraska",12
"5466",2020-03-25,"NH",108,2356,804,NA,13,NA,NA,NA,NA,NA,"3/25/2020 13:30","2020-03-25T13:30:00Z","03/25 09:30",1,"2020-03-25T13:30:00Z","4979763eb46a3fcf5982d574bf93a389b56ba994","New Hampshire",29
"5467",2020-03-25,"NJ",4402,10452,NA,NA,NA,NA,NA,NA,NA,NA,"3/24/2020 01:30","2020-03-24T01:30:00Z","03/23 21:30",62,"2020-03-24T01:30:00Z","742fe497cefcae516e5cf9cc62153c6d9158bc73","New Jersey",2474
"5468",2020-03-25,"NM",100,6742,NA,NA,NA,NA,NA,NA,NA,NA,"3/24/2020 00:00","2020-03-24T00:00:00Z","03/23 20:00",1,"2020-03-24T00:00:00Z","fde600e75f56f0188f14ec8463403237a5400ef8","New Mexico",12
"5469",2020-03-25,"NV",321,4251,NA,NA,NA,NA,NA,NA,NA,NA,"3/25/2020 02:59","2020-03-25T02:59:00Z","03/24 22:59",13,"2020-03-25T02:59:00Z","95bc29889f1a7fc597eb883007a16a72b5851200","Nevada",99
