"","date","state.abbr","positive","negative","pending","hospitalizedCurrently","hospitalizedCumulative","inIcuCurrently","inIcuCumulative","onVentilatorCurrently","onVentilatorCumulative","recovered","lastUpdateEt","dateModified","checkTimeEt","death","dateChecked","hash","state","Positive_Increase"
"1167",2020-06-10,"TN",28061,500766,NA,NA,1990,NA,NA,NA,NA,18516,"6/10/2020 15:00","2020-06-10T15:00:00Z","06/10 11:00",436,"2020-06-10T15:00:00Z","46dd50075fc5fa5e7a2129acb24f8a00a6525d6c","Tennessee",477
"1168",2020-06-10,"TX",79757,1081330,NA,2153,NA,NA,NA,NA,NA,52449,"6/10/2020 16:45","2020-06-10T16:45:00Z","06/10 12:45",1885,"2020-06-10T16:45:00Z","9508ca7f33e5cd53e0dc96b2bb086b91a351f6ed","Texas",1826
"1169",2020-06-10,"UT",12864,236896,NA,223,954,NA,276,NA,116,7587,"6/10/2020 10:02","2020-06-10T10:02:00Z","06/10 06:02",128,"2020-06-10T10:02:00Z","749e899336ffd27c7f272c293f4fe7b4bbf90353","Utah",388
"1170",2020-06-10,"VA",52177,346187,407,1155,7981,296,NA,139,NA,6826,"6/9/2020 17:00","2020-06-09T17:00:00Z","06/09 13:00",1514,"2020-06-09T17:00:00Z","0a76ff674d8f34981364258ff760f23722afa4a4","Virginia",470
"1171",2020-06-10,"VI",72,2169,6,NA,NA,NA,NA,NA,NA,64,"6/10/2020 09:59","2020-06-10T09:59:00Z","06/10 05:59",6,"2020-06-10T09:59:00Z","328af9fd3d7a6284153dafa94416a97e7bbd54a3","U.S. Virgin Islands",0
"1172",2020-06-10,"VT",1095,44647,NA,11,NA,NA,NA,NA,NA,903,"6/10/2020 00:00","2020-06-10T00:00:00Z","06/09 20:00",55,"2020-06-10T00:00:00Z","e8cf3e2280746acde1e2ffe85decb3c72d1d636c","Vermont",15
"1173",2020-06-10,"WA",26281,376364,NA,238,3747,NA,NA,92,NA,NA,"6/10/2020 02:59","2020-06-10T02:59:00Z","06/09 22:59",1176,"2020-06-10T02:59:00Z","da569a7f2a49d1ff7f3be269fb3f2443991c08f3","Washington",278
"1174",2020-06-10,"WI",24070,357112,190,328,2943,114,654,NA,NA,14999,"6/10/2020 00:00","2020-06-10T00:00:00Z","06/09 20:00",671,"2020-06-10T00:00:00Z","db10ef4dd63e470c26663e7ee6504df4857da3c3","Wisconsin",371
"1175",2020-06-10,"WV",2188,115802,NA,24,NA,9,NA,5,NA,1485,"6/10/2020 10:00","2020-06-10T10:00:00Z","06/10 06:00",85,"2020-06-10T10:00:00Z","6bdf4aca2a9e54151bccce545982346154e0a932","West Virginia",24
"1176",2020-06-10,"WY",980,29872,NA,8,92,NA,NA,NA,NA,804,"6/10/2020 00:00","2020-06-10T00:00:00Z","06/09 20:00",18,"2020-06-10T00:00:00Z","9b6c26664fc87f167d2dd7364d9e7b52c83f07a5","Wyoming",29
"1177",2020-06-09,"AK",573,66317,NA,12,NA,NA,NA,1,NA,389,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",11,"2020-06-09T00:00:00Z","b6fc4f2b68d03f21bd2045e32b08b7d73bb4f923","Alaska",20
"1178",2020-06-09,"AL",21422,246317,NA,600,2087,NA,631,NA,375,11395,"6/9/2020 11:00","2020-06-09T11:00:00Z","06/09 07:00",729,"2020-06-09T11:00:00Z","f9d5fda69feadd2a19ff3d4ae98904c00b0e48d4","Alabama",567
"1179",2020-06-09,"AR",10080,155701,NA,173,865,NA,NA,44,144,6875,"6/9/2020 15:00","2020-06-09T15:00:00Z","06/09 11:00",161,"2020-06-09T15:00:00Z","ce446c5d81bb9cd9f13211029e2241d9ca648f39","Arkansas",288
"1180",2020-06-09,"AS",0,174,NA,NA,NA,NA,NA,NA,NA,NA,"6/1/2020 00:00","2020-06-01T00:00:00Z","05/31 20:00",0,"2020-06-01T00:00:00Z","a40f581430963f6fbf117f449df3b5ad69f17388","American Samoa",0
"1181",2020-06-09,"AZ",28296,264917,NA,1243,3959,438,NA,264,NA,5764,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",1070,"2020-06-09T00:00:00Z","662b1fba58f894d9ef819536f53b6a9cdc62b5e9","Arizona",1556
"1182",2020-06-09,"CA",133489,2352756,NA,4583,NA,1345,NA,NA,NA,NA,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",4697,"2020-06-09T00:00:00Z","d8f7599392216ae3900aff96c790aa5b119ef41c","California",2702
"1183",2020-06-09,"CO",28183,193704,NA,304,4859,NA,NA,NA,NA,4112,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",1543,"2020-06-09T00:00:00Z","87186412d062757e1bd41107b50bf407a5cd9776","Colorado",164
"1184",2020-06-09,"CT",44179,268472,NA,293,9669,NA,NA,NA,NA,7284,"6/8/2020 20:30","2020-06-08T20:30:00Z","06/08 16:30",4097,"2020-06-08T20:30:00Z","0222c3f6d683a8845a5738526ab4a15ff44e1018","Connecticut",168
"1185",2020-06-09,"DC",9474,47678,NA,255,NA,89,NA,59,NA,1143,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",495,"2020-06-08T00:00:00Z","58f55a5458b76b8b61f32ab1b384f17a4211f428","District of Columbia",63
"1186",2020-06-09,"DE",10020,60733,NA,108,NA,NA,NA,NA,NA,5888,"6/8/2020 18:00","2020-06-08T18:00:00Z","06/08 14:00",492,"2020-06-08T18:00:00Z","9448206df3c64a0e864e5ad4f93353cb22cc3036","Delaware",36
"1187",2020-06-09,"FL",66000,1192305,1100,NA,11460,NA,NA,NA,NA,NA,"6/9/2020 10:00","2020-06-09T10:00:00Z","06/09 06:00",2851,"2020-06-09T10:00:00Z","b18dbc2381ec20987e815a24e8654b73a2709e42","Florida",1371
"1188",2020-06-09,"GA",53249,503934,NA,834,8872,NA,1960,NA,NA,NA,"6/9/2020 14:50","2020-06-09T14:50:00Z","06/09 10:50",2285,"2020-06-09T14:50:00Z","e398007857175abe5e4da5e9b68d3bfc8cf37e94","Georgia",731
"1189",2020-06-09,"GU",180,7796,NA,NA,NA,NA,NA,NA,NA,163,"6/9/2020 07:00","2020-06-09T07:00:00Z","06/09 03:00",5,"2020-06-09T07:00:00Z","ed096651349a0a4870bb69db8c409edaa08e9f34","Guam",2
"1190",2020-06-09,"HI",676,54798,NA,NA,84,NA,NA,NA,NA,618,"6/8/2020 18:00","2020-06-08T18:00:00Z","06/08 14:00",17,"2020-06-08T18:00:00Z","cdd0777bee720d60c899fe11cf14cb9bbbdc342b","Hawaii",6
"1191",2020-06-09,"IA",22236,175487,NA,255,NA,82,NA,51,NA,13411,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",624,"2020-06-09T00:00:00Z","74710e883304c4eebb3d939058155b837e497603","Iowa",315
"1192",2020-06-09,"ID",3189,54488,NA,NA,260,NA,99,NA,NA,2509,"6/8/2020 19:00","2020-06-08T19:00:00Z","06/08 15:00",83,"2020-06-08T19:00:00Z","371196dac916157be078fc83f74c4dcd6689dae1","Idaho",31
"1193",2020-06-09,"IL",129936,949970,NA,2573,NA,726,NA,437,NA,NA,"6/9/2020 00:59","2020-06-09T00:59:00Z","06/08 20:59",6196,"2020-06-09T00:59:00Z","7513dd7b0f4a23ba2803d641b7114b91121e9c44","Illinois",625
"1194",2020-06-09,"IN",38033,277357,NA,853,6225,307,1330,113,NA,26205,"6/8/2020 23:59","2020-06-08T23:59:00Z","06/08 19:59",2339,"2020-06-08T23:59:00Z","388ef7c93ed366ae4d11fa18174a3da41f8e35a2","Indiana",304
"1195",2020-06-09,"KS",10650,108859,NA,NA,936,NA,311,NA,136,625,"6/8/2020 10:00","2020-06-08T10:00:00Z","06/08 06:00",236,"2020-06-08T10:00:00Z","1bc995eae1602aad3b9c169c1071d0a8e7857179","Kansas",162
"1196",2020-06-09,"KY",11708,248230,NA,525,2386,75,966,NA,NA,3365,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",477,"2020-06-09T00:00:00Z","2af69440413dc53bb66db2e5d0bf7f150d881381","Kentucky",175
"1197",2020-06-09,"LA",43612,410056,NA,568,NA,NA,NA,67,NA,33904,"6/9/2020 13:00","2020-06-09T13:00:00Z","06/09 09:00",2957,"2020-06-09T13:00:00Z","7932d6752a2ee543b1f3aa513457ef5ad7d67933","Louisiana",418
"1198",2020-06-09,"MA",103889,558103,NA,1397,10507,315,NA,202,NA,NA,"6/9/2020 10:00","2020-06-09T10:00:00Z","06/09 06:00",7408,"2020-06-09T10:00:00Z","1926ffe04edc9ef02d48b23ab60058c6174737cf","Massachusetts",267
"1199",2020-06-09,"MD",58904,319178,NA,970,9676,386,NA,NA,NA,4279,"6/9/2020 10:00","2020-06-09T10:00:00Z","06/09 06:00",2811,"2020-06-09T10:00:00Z","2d4d41b38883f376d46c8c5ee6befb9e0d10af67","Maryland",561
"1200",2020-06-09,"ME",2606,59814,NA,29,302,10,NA,7,NA,1992,"6/8/2020 23:59","2020-06-08T23:59:00Z","06/08 19:59",100,"2020-06-08T23:59:00Z","39ecf1aa58a16d3386def2631c743211c7b4be93","Maine",31
"1201",2020-06-09,"MI",65167,690869,NA,661,NA,249,NA,150,NA,42041,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",5951,"2020-06-09T00:00:00Z","053d8c41754e512cf94588d18606f5ad1e6f1243","Michigan",15
"1202",2020-06-09,"MN",29866,339927,NA,455,3441,199,1068,NA,NA,24221,"6/8/2020 17:00","2020-06-08T17:00:00Z","06/08 13:00",1228,"2020-06-08T17:00:00Z","434bcb46bf32ab8dca18685f9c739fa92169cc47","Minnesota",333
"1203",2020-06-09,"MO",14913,230782,NA,533,NA,NA,NA,59,NA,NA,"6/9/2020 15:00","2020-06-09T15:00:00Z","06/09 11:00",840,"2020-06-09T15:00:00Z","bf1d6c73bd3682329990ed54e560931430cfeebf","Missouri",274
"1204",2020-06-09,"MP",30,7493,NA,NA,NA,NA,NA,NA,NA,19,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",2,"2020-06-09T00:00:00Z","8b0d7c5756d2b791fb7f1d6e33166add07381fc7","Northern Mariana Islands",0
"1205",2020-06-09,"MS",17768,190444,NA,598,2535,142,NA,83,NA,13356,"6/7/2020 19:00","2020-06-07T19:00:00Z","06/07 15:00",837,"2020-06-07T19:00:00Z","14e29084444ed4e9c78018bb4c92946aeada59f2","Mississippi",715
"1206",2020-06-09,"MT",554,52630,NA,5,72,NA,NA,NA,NA,485,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",18,"2020-06-09T00:00:00Z","929bcfa7fff7ab598efc4207792165f4fd24747f","Montana",7
"1207",2020-06-09,"NC",37160,498551,NA,774,NA,NA,NA,NA,NA,23653,"6/9/2020 12:00","2020-06-09T12:00:00Z","06/09 08:00",1029,"2020-06-09T12:00:00Z","82e974df78a0f74df4baa9a22782565b3c313705","North Carolina",1011
"1208",2020-06-09,"ND",2901,77765,NA,32,189,NA,NA,NA,NA,2450,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",75,"2020-06-09T00:00:00Z","c8f0725004eab0f247bfb04428a42ffcca9f8a0f","North Dakota",40
"1209",2020-06-09,"NE",15752,106940,NA,176,967,NA,NA,NA,NA,8637,"6/8/2020 20:30","2020-06-08T20:30:00Z","06/08 16:30",188,"2020-06-08T20:30:00Z","bb188342f47f11802c814c8b0c98add9f012f65e","Nebraska",131
"1210",2020-06-09,"NH",5079,82044,NA,78,492,NA,145,NA,NA,3392,"6/8/2020 09:00","2020-06-08T09:00:00Z","06/08 05:00",286,"2020-06-08T09:00:00Z","d7f7db5c8f0ab083fe5a9dba06266ff4169693ab","New Hampshire",53
"1211",2020-06-09,"NJ",164796,824701,NA,1736,18069,510,NA,373,NA,28036,"6/9/2020 13:00","2020-06-09T13:00:00Z","06/09 09:00",12303,"2020-06-09T13:00:00Z","d61cd673e0c3f59fed1e27ea7af3f3a2ad7790c1","New Jersey",550
"1212",2020-06-09,"NM",9062,229739,NA,183,1558,NA,NA,NA,NA,3380,"6/8/2020 17:51","2020-06-08T17:51:00Z","06/08 13:51",400,"2020-06-08T17:51:00Z","2923236019030eb6fdb41da86f842859bef81d60","New Mexico",43
"1213",2020-06-09,"NV",10030,173559,NA,350,NA,86,NA,41,NA,557,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",472,"2020-06-09T00:00:00Z","3dc9fad8e97e703bff48728ff79c62a3f98f438f","Nevada",134
"1214",2020-06-09,"NY",379482,2226387,NA,2344,89995,663,NA,485,NA,67808,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",24348,"2020-06-09T00:00:00Z","8a5e0f38f81191c210d7ab38266b7e50755aa298","New York",674
"1215",2020-06-09,"OH",39162,451228,NA,639,6620,238,1708,153,NA,NA,"6/9/2020 14:00","2020-06-09T14:00:00Z","06/09 10:00",2421,"2020-06-09T14:00:00Z","bc962e425ba0175ac17f8b3dbd9646e502b9cdfc","Ohio",413
"1216",2020-06-09,"OK",7363,226678,NA,148,1061,66,NA,NA,NA,6073,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",353,"2020-06-09T00:00:00Z","3fb2988eed8187a917a13ec46088b1c42c8e83ea","Oklahoma",117
"1217",2020-06-09,"OR",4988,148629,NA,145,851,47,NA,20,NA,2313,"6/9/2020 03:01","2020-06-09T03:01:00Z","06/08 23:01",169,"2020-06-09T03:01:00Z","c10a6510e4b9c27f6fd0f8c92ee5154deba3ab8a","Oregon",72
"1218",2020-06-09,"PA",77056,459248,NA,1032,NA,NA,NA,237,NA,53670,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",6014,"2020-06-09T00:00:00Z","5b95af44c23fd7ad1fd4e2dafb0d4f1b04a0d430","Pennsylvania",410
"1219",2020-06-09,"PR",5185,NA,NA,95,NA,9,NA,6,NA,NA,"6/9/2020 06:30","2020-06-09T06:30:00Z","06/09 02:30",142,"2020-06-09T06:30:00Z","cc81d0a835f1d2143a14ca5a57771d7f2e2584f2","Puerto Rico",144
"1220",2020-06-09,"RI",15691,165196,NA,144,1815,31,NA,19,NA,1398,"6/9/2020 12:00","2020-06-09T12:00:00Z","06/09 08:00",808,"2020-06-09T12:00:00Z","65556ff5c7c64956b7d41d8b8d75ded6ad7bcc7c","Rhode Island",65
"1221",2020-06-09,"SC",15228,232754,NA,541,1898,NA,NA,NA,NA,7928,"6/9/2020 16:20","2020-06-09T16:20:00Z","06/09 12:20",568,"2020-06-09T16:20:00Z","0d5ff5b1f38369930f3006078d75600b56ce03fd","South Carolina",531
"1222",2020-06-09,"SD",5523,53636,NA,90,487,NA,NA,NA,NA,4483,"6/8/2020 18:00","2020-06-08T18:00:00Z","06/08 14:00",68,"2020-06-08T18:00:00Z","33aacd2cd103eb81920252ef032418ce346c3909","South Dakota",81
"1223",2020-06-09,"TN",27575,493622,NA,NA,1974,NA,NA,NA,NA,18013,"6/9/2020 15:00","2020-06-09T15:00:00Z","06/09 11:00",435,"2020-06-09T15:00:00Z","5a6fccf38db07673ec36801a515f7c8bca509db4","Tennessee",486
"1224",2020-06-09,"TX",77253,1070102,NA,2056,NA,NA,NA,NA,NA,51140,"6/9/2020 16:50","2020-06-09T16:50:00Z","06/09 12:50",1853,"2020-06-09T16:50:00Z","f9a9d9b500d42cb64b1e69d1837167762d706e17","Texas",2504
"1225",2020-06-09,"UT",12559,234301,NA,230,931,NA,274,NA,116,7391,"6/9/2020 10:32","2020-06-09T10:32:00Z","06/09 06:32",127,"2020-06-09T10:32:00Z","8c8af7c566c56a47b8f9aed2ac27d7b97cf4d7b6","Utah",305
"1226",2020-06-09,"VA",51738,339118,383,1169,7846,311,NA,155,NA,6677,"6/8/2020 17:00","2020-06-08T17:00:00Z","06/08 13:00",1496,"2020-06-08T17:00:00Z","6814ac37979dfaeb2fcd5e9148843275c11ca3e2","Virginia",439
"1227",2020-06-09,"VI",71,2137,4,NA,NA,NA,NA,NA,NA,63,"6/9/2020 08:22","2020-06-09T08:22:00Z","06/09 04:22",6,"2020-06-09T08:22:00Z","55aa11c339172f5e6f134967fc31cffb918d3b05","U.S. Virgin Islands",1
"1228",2020-06-09,"VT",1084,43144,NA,16,NA,NA,NA,NA,NA,901,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",55,"2020-06-09T00:00:00Z","34981fb3f4790c1bffbd91c2424131105352f4ce","Vermont",11
"1229",2020-06-09,"WA",26004,365086,NA,205,3699,NA,NA,60,NA,NA,"6/8/2020 02:59","2020-06-08T02:59:00Z","06/07 22:59",1161,"2020-06-08T02:59:00Z","986b6cf0b9c5e1de1a71abaaab35bbe7d15d64c4","Washington",277
"1230",2020-06-09,"WI",23734,347210,174,505,2904,117,649,NA,NA,14583,"6/9/2020 00:00","2020-06-09T00:00:00Z","06/08 20:00",661,"2020-06-09T00:00:00Z","2f28a447a21ad3951767def7e73485d412a57646","Wisconsin",336
"1231",2020-06-09,"WV",2169,112169,NA,24,NA,9,NA,4,NA,1477,"6/9/2020 10:00","2020-06-09T10:00:00Z","06/09 06:00",84,"2020-06-09T10:00:00Z","091c17567dad00e687e732f4f97814a3e63466b3","West Virginia",19
"1232",2020-06-09,"WY",970,29366,NA,8,91,NA,NA,NA,NA,789,"6/9/2020 17:48","2020-06-09T17:48:00Z","06/09 13:48",17,"2020-06-09T17:48:00Z","dc06d017fd7b37a72ee638ff513a07e0f0ea4ac7","Wyoming",10
"1233",2020-06-08,"AK",563,65349,NA,7,NA,NA,NA,0,NA,384,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",10,"2020-06-08T00:00:00Z","663d19502dff7cf8bde84152d76b5ead5207d577","Alaska",10
"1234",2020-06-08,"AL",20925,239066,NA,NA,2054,NA,623,NA,371,11395,"6/8/2020 11:00","2020-06-08T11:00:00Z","06/08 07:00",718,"2020-06-08T11:00:00Z","1883e5b4b7fd77e9a2b4a61f787ab131de4a89a1","Alabama",497
"1235",2020-06-08,"AR",9740,150847,NA,171,844,NA,NA,46,143,6424,"6/8/2020 15:10","2020-06-08T15:10:00Z","06/08 11:10",155,"2020-06-08T15:10:00Z","3ac80df29045eb45d6e9fc63d3679f48e948c130","Arkansas",340
"1236",2020-06-08,"AS",0,174,NA,NA,NA,NA,NA,NA,NA,NA,"6/1/2020 00:00","2020-06-01T00:00:00Z","05/31 20:00",0,"2020-06-01T00:00:00Z","12f1eb77121f7d80c5eb271652bf5295063d8279","American Samoa",0
"1237",2020-06-08,"AZ",27678,260403,NA,1266,3911,390,NA,246,NA,5639,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",1047,"2020-06-08T00:00:00Z","e3bf0ae76237b48ae6ce2ad5e11cd0d2f13e4e30","Arizona",618
"1238",2020-06-08,"CA",131319,2299871,NA,4506,NA,1301,NA,NA,NA,NA,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",4653,"2020-06-08T00:00:00Z","9791bf3d277c1877ffc5046b2fdc1bf963e09d1c","California",2170
"1239",2020-06-08,"CO",28001,189483,NA,322,4485,NA,NA,NA,NA,4091,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",1527,"2020-06-08T00:00:00Z","0beced7a6c975f8a1d66a5fbff2f298f94bd4dd5","Colorado",182
"1240",2020-06-08,"CT",44092,263979,NA,324,9669,NA,NA,NA,NA,7284,"6/7/2020 20:30","2020-06-07T20:30:00Z","06/07 16:30",4084,"2020-06-07T20:30:00Z","eaa185a6bf6ae8dd8196e794b9c83e4612972c4e","Connecticut",87
"1241",2020-06-08,"DC",9389,46377,NA,268,NA,102,NA,72,NA,1143,"6/7/2020 00:00","2020-06-07T00:00:00Z","06/06 20:00",491,"2020-06-07T00:00:00Z","9852f915652e8f504e1a6844d7c732f92ec420f0","District of Columbia",85
"1242",2020-06-08,"DE",9972,59975,NA,113,NA,NA,NA,NA,NA,5791,"6/7/2020 18:00","2020-06-07T18:00:00Z","06/07 14:00",490,"2020-06-07T18:00:00Z","cc0f6d293ea6b44320e51ce660ccfc754b21a674","Delaware",48
"1243",2020-06-08,"FL",64904,1169646,1024,NA,11282,NA,NA,NA,NA,NA,"6/8/2020 10:00","2020-06-08T10:00:00Z","06/08 06:00",2798,"2020-06-08T10:00:00Z","d8ce9f41f2cac4a27a3e293d39adacef3b9349ac","Florida",1096
"1244",2020-06-08,"GA",52497,496878,NA,819,8746,NA,1925,NA,NA,NA,"6/8/2020 15:00","2020-06-08T15:00:00Z","06/08 11:00",2208,"2020-06-08T15:00:00Z","2b066b9e13c5b1a5efe2f3972cba1a96f4e61de9","Georgia",752
"1245",2020-06-08,"GU",179,7550,NA,NA,NA,NA,NA,NA,NA,163,"6/8/2020 07:00","2020-06-08T07:00:00Z","06/08 03:00",5,"2020-06-08T07:00:00Z","f4fb9f3b1dff889982e62d81d2dc8ebfb970fcab","Guam",1
"1246",2020-06-08,"HI",675,54472,NA,NA,84,NA,NA,NA,NA,617,"6/7/2020 18:00","2020-06-07T18:00:00Z","06/07 14:00",17,"2020-06-07T18:00:00Z","e1224f913d97624e658741af90ff041706a5001e","Hawaii",1
"1247",2020-06-08,"IA",21987,171635,NA,265,NA,85,NA,53,NA,13028,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",612,"2020-06-08T00:00:00Z","eed10bed5652d0049c2cad0ddd832985562a609f","Iowa",249
"1248",2020-06-08,"ID",3139,52902,NA,NA,260,NA,99,NA,NA,2461,"6/6/2020 19:00","2020-06-06T19:00:00Z","06/06 15:00",83,"2020-06-06T19:00:00Z","e6008a007e9384132bebeb4f3a839cf8d56dbd8b","Idaho",50
"1249",2020-06-08,"IL",129139,930458,NA,2496,NA,713,NA,443,NA,NA,"6/8/2020 00:59","2020-06-08T00:59:00Z","06/07 20:59",6102,"2020-06-08T00:59:00Z","7b5ef03044faed00c37734961ab09786e79fc5b0","Illinois",797
"1250",2020-06-08,"IN",37623,271880,NA,902,6179,346,1325,130,NA,25608,"6/7/2020 23:59","2020-06-07T23:59:00Z","06/07 19:59",2316,"2020-06-07T23:59:00Z","908da1913288cbdc84b2b8ec26cea26c6b419789","Indiana",410
"1251",2020-06-08,"KS",10650,108859,NA,NA,936,NA,311,NA,136,625,"6/8/2020 10:00","2020-06-08T10:00:00Z","06/08 06:00",236,"2020-06-08T10:00:00Z","b1d13424cbc4549495d113ea74496fffb8716a0b","Kansas",0
"1252",2020-06-08,"KY",11476,241381,NA,486,2368,76,958,NA,NA,3359,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",472,"2020-06-08T00:00:00Z","4e87b2d389bdb48d0bdf926be5b45d324265d4e4","Kentucky",232
"1253",2020-06-08,"LA",43050,399552,NA,582,NA,NA,NA,71,NA,33904,"6/8/2020 13:00","2020-06-08T13:00:00Z","06/08 09:00",2944,"2020-06-08T13:00:00Z","0ec618b86fdbb820f6171b69d44ba317aafbf9a2","Louisiana",562
"1254",2020-06-08,"MA",103626,553643,NA,1415,10425,322,NA,209,NA,NA,"6/8/2020 10:00","2020-06-08T10:00:00Z","06/08 06:00",7353,"2020-06-08T10:00:00Z","5b8790f4564fda0069b28f1313fa72f8a298ea02","Massachusetts",263
"1255",2020-06-08,"MD",58404,313099,NA,979,9629,392,NA,NA,NA,4240,"6/8/2020 10:00","2020-06-08T10:00:00Z","06/08 06:00",2776,"2020-06-08T10:00:00Z","ccf72d799ff94e8f0c26bccc5ac973f5f34ecbf6","Maryland",500
"1256",2020-06-08,"ME",2588,59057,NA,37,301,12,NA,7,NA,1891,"6/7/2020 11:59","2020-06-07T11:59:00Z","06/07 07:59",99,"2020-06-07T11:59:00Z","8138e2c28fba7004c9e2ab3f3ea53582be132d07","Maine",18
"1257",2020-06-08,"MI",65104,674060,NA,661,NA,249,NA,191,NA,42041,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",5942,"2020-06-08T00:00:00Z","77818c4e394f64f70573a1dfd07fe8c8314245b9","Michigan",63
"1258",2020-06-08,"MN",29436,331476,NA,452,3401,198,1052,NA,NA,23657,"6/7/2020 17:00","2020-06-07T17:00:00Z","06/07 13:00",1208,"2020-06-07T17:00:00Z","4cf4764e30bb90284e47befd1fae1567a18844b0","Minnesota",430
"1259",2020-06-08,"MO",14734,226727,NA,611,NA,NA,NA,76,NA,NA,"6/8/2020 15:00","2020-06-08T15:00:00Z","06/08 11:00",819,"2020-06-08T15:00:00Z","99818a49bbd9b792d180a3cee5f1beb7c165f912","Missouri",179
"1260",2020-06-08,"MP",28,7214,NA,NA,NA,NA,NA,NA,NA,19,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",2,"2020-06-08T00:00:00Z","9a824f1feba106ae6f5884b60c9e18b856b0eda8","Northern Mariana Islands",2
"1261",2020-06-08,"MS",17768,190444,NA,598,2535,142,NA,83,NA,13356,"6/7/2020 19:00","2020-06-07T19:00:00Z","06/07 15:00",837,"2020-06-07T19:00:00Z","402bcf6e2605d9cedf433b0a7b8fab592993d473","Mississippi",0
"1262",2020-06-08,"MT",548,51044,NA,2,69,NA,NA,NA,NA,475,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",18,"2020-06-08T00:00:00Z","07d759e44e56f8b140d075fe12ce6b58a26e168c","Montana",6
"1263",2020-06-08,"NC",36484,483629,NA,739,NA,NA,NA,NA,NA,23653,"6/8/2020 11:30","2020-06-08T11:30:00Z","06/08 07:30",1006,"2020-06-08T11:30:00Z","754b6bc2b5a011cde9e3f45034c3b3b13c9f366f","North Carolina",676
"1264",2020-06-08,"ND",2880,77300,NA,29,184,NA,NA,NA,NA,2336,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",75,"2020-06-08T00:00:00Z","89cb6b21d2a0c53ed33ef06b8a3c079a108ac728","North Dakota",21
"1265",2020-06-08,"NE",15634,105773,NA,166,935,NA,NA,NA,NA,8455,"6/7/2020 20:00","2020-06-07T20:00:00Z","06/07 16:00",188,"2020-06-07T20:00:00Z","bad80f9ac9214c5e3755ddd320d732f1133b0b09","Nebraska",118
"1266",2020-06-08,"NH",5043,80509,NA,86,489,NA,145,NA,NA,3392,"6/7/2020 09:00","2020-06-07T09:00:00Z","06/07 05:00",286,"2020-06-07T09:00:00Z","23b2631cae142c0e2d0b5dd705262871548db8e5","New Hampshire",36
"1267",2020-06-08,"NJ",164497,810592,NA,1740,18050,498,NA,361,NA,27941,"6/8/2020 13:00","2020-06-08T13:00:00Z","06/08 09:00",12214,"2020-06-08T13:00:00Z","4b77aec6f5172a77a17ca61aa14ea56b883120ea","New Jersey",299
"1268",2020-06-08,"NM",8940,225435,NA,177,1533,NA,NA,NA,NA,3307,"6/7/2020 18:00","2020-06-07T18:00:00Z","06/07 14:00",396,"2020-06-07T18:00:00Z","1023ef8c2cefa915631bd53e40e30fcbd7dfd1fc","New Mexico",122
"1269",2020-06-08,"NV",9786,170217,NA,339,NA,74,NA,44,NA,522,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",469,"2020-06-08T00:00:00Z","c3541e0c362e4f999c3bb42c0482e87a90e639da","Nevada",244
"1270",2020-06-08,"NY",378799,2177097,NA,2371,89995,678,NA,507,NA,67687,"6/8/2020 00:00","2020-06-08T00:00:00Z","06/07 20:00",24299,"2020-06-08T00:00:00Z","f90dbe86ed1600d4ff0f31a2b133cdd0fa4c96ea","New York",683
"1271",2020-06-08,"OH",38837,437981,NA,644,6550,245,1668,158,NA,NA,"6/8/2020 14:00","2020-06-08T14:00:00Z","06/08 10:00",2404,"2020-06-08T14:00:00Z","005f3bbbb7d6b80917381c4efce4b98aef0e0217","Ohio",325
